Timestamp, TransactionVolumeUSD,TransactionCount
1619740800000,8038587266.25454,638025558
1619827200000,3347043374.86941,638316363
1619913600000,2991270138.38922,638578365
1620000000000,5954769584.49245,638812283
1620086400000,7698193443.31012,639099421
1620172800000,6381517581.40307,639401160
1620259200000,7566141015.08991,639710395
1620345600000,9703541846.82562,640021479
1620432000000,4620961715.68185,640329696
1620518400000,5388114089.55138,640605777
1620604800000,8099530690.21961,640852263
1620691200000,6620873679.22107,641155987
1620777600000,12953414263.3473,641468246
1620864000000,11355681895.5172,641770051
1620950400000,7906534590.26676,642045750
1621036800000,4191692549.23903,642312383
1621123200000,5725518842.77377,642542665
1621209600000,10100167444.6496,642762772
1621296000000,6401432361.18245,643014160
1621382400000,14642615897.1991,643235634
1621468800000,12059107969.1117,643498821
1621555200000,7317126300.49507,643726741
1621641600000,5042562364.37907,643953439
1621728000000,4450529580.04713,644175796
1621814400000,7207897767.57734,644370643
1621900800000,6201345379.02111,644605027
1621987200000,5744713581.12687,644838441
1622073600000,4886792807.59923,645069798
1622160000000,5453824455.07165,645284958
1622246400000,3534235035.74776,645503002
1622332800000,2229477248.09923,645699597
1622419200000,3294970505.35565,645880503
1622505600000,5421714885.34299,646108031
1622592000000,3845016656.31391,646341383
1622678400000,4080204482.21367,646592644
1622764800000,3411600139.25647,646848409
1622851200000,2192085664.63277,647083101
1622937600000,1550993266.22259,647278422
1623024000000,3987593296.66899,647463939
1623110400000,4855389937.57324,647700446
1623196800000,4061991299.68948,647947463
1623283200000,4643427946.04325,648157218
1623369600000,3501716416.13394,648410825
1623456000000,2153678028.59554,648626928
1623542400000,1539743948.27805,648849545
1623628800000,4973233612.97694,649035665
1623715200000,4080041045.17314,649279717
1623801600000,3918231599.12631,649521585
1623888000000,3458321392.27741,649773823
1623974400000,5151710129.431,650012711
1624060800000,2186838846.13502,650235583
1624147200000,2162759239.61247,650422399
1624233600000,4751842584.48907,650588114
1624320000000,4882368443.93483,650795691
1624406400000,4386486291.1061,650991516
1624492800000,3876348202.43093,651223014
1624579200000,4356792800.44263,651455712
1624665600000,2331345211.28106,651675788
1624752000000,2112213965.63029,651856510
1624838400000,3708117939.57603,651981788
1624924800000,3300219147.37765,652197629
1625011200000,3725912659.90572,652404292
1625097600000,3625272212.81946,652624360
1625184000000,4454956968.42674,652854116
1625270400000,1526282960.71795,653042218
1625356800000,1515363756.63947,653279360
1625443200000,2169927055.33841,653451532
1625529600000,2346543660.26668,653673733
1625616000000,2415077701.78748,653903642
1625702400000,3349209076.66244,654124289
1625788800000,2552942232.96359,654355373
1625875200000,1104335807.31312,654582886
1625961600000,1361224001.42966,654771435
1626048000000,3530030646.39823,654935868
1626134400000,2583990657.51436,655156548
1626220800000,2847291324.21106,655386017
1626307200000,3546057522.3192,655622671
1626393600000,2855123418.4177,655849251
1626480000000,4054713463.0522,656072799
1626566400000,1052594971.18172,656254434
1626652800000,2991573664.25331,656415864
1626739200000,2934190502.64896,656643325
1626825600000,3408086708.75293,656874059
1626912000000,2584131350.75641,657109150
1626998400000,2519917919.13272,657337950
1627084800000,1689884089.633,657569543
1627171200000,1824435371.47488,657766748
1627257600000,8661331075.28648,657942003
1627344000000,7345558779.50866,658205231
1627430400000,6002881501.15143,658459857
1627516800000,8710173273.90752,658711559
1627603200000,3645326210.34228,658974861
1627689600000,1924780316.63581,659229273
1627776000000,1721720041.22524,659435583
1627862400000,3383600749.15966,659622688
1627948800000,3774291695.67858,659860461
1628035200000,4094514095.09581,660107555
1628121600000,3189301462.82045,660346520
1628208000000,4463338799.73151,660593281
1628294400000,2198372699.57769,660852954
1628380800000,2863365745.22303,661064716
1628467200000,6121383053.70514,661257949
1628553600000,4488621499.91648,661511165
1628640000000,5806136771.04314,661772097
1628726400000,3433253898.45659,662033750
1628812800000,3855116852.54392,662284957
1628899200000,3157295026.04492,662545400
1628985600000,2430142554.50824,662755371
1629072000000,4336625433.37535,662939313
1629158400000,2915373923.3781,663203487
1629244800000,4267113160.59662,663462188
1629331200000,3132624120.66025,663709392
1629417600000,5683508929.50464,663963239
1629504000000,4007697514.47929,664234090
1629590400000,1549564156.31423,664453353
1629676800000,5800342005.26815,664644720
1629763200000,4160097929.57342,664916119
1629849600000,6052791787.80458,665178657
1629936000000,5354725344.59374,665441225
1630022400000,2921974573.37605,665701204
1630108800000,1828986483.55794,665956851
1630195200000,1649218799.64692,666176305
1630281600000,3839205627.5426,666367389
1630368000000,4079243403.91114,666619469
1630454400000,5449363613.81348,666890642
1630540800000,6517047229.25314,667169954
1630627200000,4887254784.2218,667459991
1630713600000,2397543151.02044,667743869
1630800000000,1996712056.71627,667972672
1630886400000,4374020789.21258,668178140
1630972800000,7058595281.00816,668445953
1631059200000,4580072991.34773,668723257
1631145600000,5369011441.33374,668994033
1631232000000,6739492372.85368,669268179
1631318400000,1962148896.90975,669529572
1631404800000,1526288179.04318,669747193
1631491200000,4380249885.69559,669940561
1631577600000,4477699681.24284,670195353
1631664000000,3796133575.79561,670463218
1631750400000,4153268623.60512,670732475
1631836800000,3314093143.01191,671003106
1631923200000,1874207408.52001,671275196
1632009600000,1797162881.96769,671504021
1632096000000,5693199638.62035,671703920
1632182400000,3816937965.82339,671973190
1632268800000,3589501923.12876,672217715
1632355200000,3583461959.84344,672493411
1632441600000,4656807424.15887,672762994
1632528000000,1498517647.71646,673038705
1632614400000,2604107988.96477,673252795
1632700800000,3527097521.66913,673447444
1632787200000,3691508332.49797,673704702
1632873600000,3012885641.91553,673966602
1632960000000,4504376486.98476,674209251
1633046400000,4232654754.30839,674501306
1633132800000,3853142042.52005,674778798
1633219200000,1994398643.27951,675039180
1633305600000,4985789606.15352,675257144
1633392000000,5416025038.27413,675526340
1633478400000,6336189181.68471,675838634
1633564800000,7063813953.37082,676106824
1633651200000,6223589466.50517,676432081
1633737600000,2464860372.56715,676711778
1633824000000,2347027649.36144,676957681
1633910400000,5135609835.39579,677169661
1633996800000,6366837726.36694,677448946
1634083200000,4979962944.73059,677722995
1634169600000,5891473872.45907,678012452
1634256000000,8109890836.89552,678293951
1634342400000,4071153200.68119,678594018
1634428800000,2583118319.77049,678863878
1634515200000,6507541620.99059,679078376
1634601600000,7660166168.94856,679364585
1634688000000,8272914781.25176,679675451
1634774400000,10401915938.6658,679968054
1634860800000,6910857031.20081,680289705
1634947200000,2756385871.75995,680574777
1635033600000,3236266687.87158,680801042
1635120000000,5639331920.89431,681011310
1635206400000,4843465176.66553,681295966
1635292800000,6142467781.29035,681590310
1635379200000,6817487230.17918,681881744
1635465600000,9086217833.39529,682178224
1635552000000,3024703684.48109,682483941
1635638400000,3075083985.18067,682735438
1635724800000,7239359626.76249,682953398
1635811200000,8525610065.69227,683245545
1635897600000,7935879531.75071,683543364
1635984000000,4812348605.69165,683832665
1636070400000,6435250914.31552,684121357
1636156800000,2757510648.1908,684407204
1636243200000,2452500859.51134,684643649
1636329600000,7868335326.84957,684868357
1636416000000,8511741829.84553,685155107
1636502400000,6732821875.94763,685491179
1636588800000,5229229610.49169,685791815
1636675200000,6291969519.7707,686086029
1636761600000,2739693247.99537,686368434
1636848000000,2187474680.91187,686607289
1636934400000,5704920149.17902,686829559
1637020800000,10498129183.5208,687119382
1637107200000,7480898358.62973,687421128
1637193600000,10213009488.7711,687711077
1637280000000,6049553192.98817,688004340
1637366400000,2884513913.26069,688289612
1637452800000,2590670066.78548,688539230
1637539200000,7023168183.00144,688760523
1637625600000,6167254618.96902,689041122
1637712000000,5700109165.1673,689325014
1637798400000,8960165966.46916,689623429
1637884800000,11684205362.3192,689910328
1637971200000,2469579561.40877,690203504
1638057600000,1876057612.13359,690442755
1638144000000,7530278019.94183,690658593
1638230400000,6028906432.16146,690959249
1638316800000,8653248451.14843,691253908
1638403200000,7681001473.68292,691541831
1638489600000,5995006290.50222,691856000
1638576000000,7581447200.45481,692145255
1638662400000,3421960961.39787,692397157
1638748800000,7568392055.44813,692614251
1638835200000,6656838608.23997,692898231
1638921600000,6017762761.47131,693186796
1639008000000,7507375135.42746,693453753
1639094400000,4646748174.12211,693736445
1639267200000,1275484167.48946,694005972
1639353600000,4853087723.23449,694231777
1639440000000,4698418162.43944,694448559
1639526400000,3686557930.09791,694725859
1639612800000,4310775515.15058,695004157
1639699200000,4982379395.59907,695285558
1639785600000,2953090166.83845,695541831
1639872000000,1192663841.01078,695805675
1639958400000,5179702380.91186,696043039
1640131200000,4726284070.96699,696251416
1640217600000,6161478519.53081,696517706
1640390400000,5400013382.06808,696822277
1640476800000,1467023519.27845,697110260
1640563200000,4021079891.07363,697403366
1640649600000,4649088409.62079,697663726
1640736000000,6252375351.26755,697869915
1640822400000,4495058364.96732,698069683
1640908800000,8132766321.97992,698318287
1640995200000,2251115696.61498,698584885
1641081600000,1452133098.90649,698861383
1641168000000,2876707531.39802,699106307
1641254400000,6318179076.73624,699373861
1641340800000,4120168493.17436,699561779
1641427200000,6001701242.96966,699758373
1641513600000,5738802120.50183,699995245
1641600000000,1793479669.18524,700268469
1641686400000,1714179077.4364,700540294
1641772800000,4284557316.17896,700804672
1641859200000,5047411626.82485,701060121
1641945600000,4190460072.27562,701284673
1642032000000,4128979408.84638,701493950
1642118400000,4033611360.88006,701761947
1642204800000,1544258174.20228,702040529
1642291200000,1212228816.93491,702312053
1642377600000,3617010045.45154,702585662
1642464000000,3467788987.63118,702855456
1642550400000,6283645420.73332,703090105
1642636800000,4889817377.07639,703305976
1642723200000,9008771354.63786,703565724
1642809600000,5255522709.505,703830844
1642896000000,2570198094.10602,704099618
1642982400000,7041455187.92201,704372101
1643068800000,4793129267.31692,704643270
1643155200000,4724487375.56417,704893827
1643241600000,5371981515.8752,705098842
1643328000000,4157373396.26087,705368879
1643414400000,4795236874.61953,705634659
1643500800000,6463007675.5186,705895543
1643587200000,4888913631.25714,706150299
1643673600000,8106321716.42682,706415305
1643760000000,2772975354.83629,706645954
1643846400000,3817962311.61686,706854417
1643932800000,4038621760.8624,707116297
1644019200000,3223821586.26024,707389701
1644105600000,1779702571.4899,707668143
1644192000000,5383799346.89429,707934638
1644278400000,5859754859.50221,708182519
1644364800000,3696031097.59325,708441033
1644451200000,5445221748.90868,708659645
1644537600000,6311800630.98844,708921648
1644624000000,2253577642.10285,709198351
1644710400000,1353922240.45112,709464092
1644796800000,3738130873.14619,709726725
1644883200000,5996275894.1999,709983445
1644969600000,3802128926.7593,710212002
1645056000000,3727008285.93439,710422684
1645142400000,4086558916.78543,710669547
1645228800000,1623004423.92408,710943183
1645315200000,1468226673.05575,711209926
1645401600000,4035714191.61042,711465638
1645488000000,3543912810.25359,711725641
1645574400000,3017861449.21494,711946838
1645660800000,6195394916.86132,712147783
1645747200000,5331044431.49384,712385539
1645833600000,2407133265.96383,712644538
1645920000000,1844114530.60293,712896943
1646006400000,6046602126.39312,713150486
1646092800000,6893627293.51137,713411505
1646179200000,5450897868.43743,713632140
1646265600000,4573611315.37965,713842227
1646352000000,5677847228.45785,714113424
1646438400000,1614301923.46613,714393325
1646524800000,1221415770.83376,714682109
1646611200000,4567257671.42274,714951051
1646697600000,3918673432.20639,715213378
1646784000000,6199177258.92766,715437707
1646870400000,4863647840.94109,715644535
1646956800000,5267029596.14903,715900824
1647043200000,1419859005.35215,716156440
1647129600000,1439995804.80209,716429135
1647216000000,3127649162.23824,716690857
1647302400000,3536984794.92474,716942898
1647388800000,4560772406.06279,717168548
1647475200000,6626010100.10629,717375852
1647561600000,5901502528.2083,717636374
1647648000000,2228834886.15352,717900136
1647734400000,1286402952.14165,718176611
1647820800000,6292318394.14584,718453366
1647907200000,4455877254.22771,718715462
1647993600000,3963031462.5502,718958369
1648080000000,4246198423.51562,719169728
1648166400000,7477966817.12721,719427558
1648252800000,1885491261.55507,719693344
1648339200000,4081241680.31273,719957649
1648425600000,7054190211.62834,720221107
1648512000000,7432137463.1651,720511666
1648598400000,5223175410.29985,720741869
1648684800000,7725089743.26883,720960445
1648771200000,6420672356.96239,721252996
1648857600000,2491811084.63476,721541642
1648944000000,2061001713.01479,721813645
1649030400000,4927607024.26942,722092199
1649116800000,4109973025.18532,722377453
1649203200000,4973307102.46788,722631913
1649289600000,4397281337.29923,722855685
1649376000000,3214336086.83891,723132313
1649462400000,2025819116.58868,723405122
1649548800000,1859650890.18982,723679500
1649635200000,5145118168.09405,723947533
1649721600000,3550344586.31029,724215887
1649808000000,3702852305.15114,724448126
1649894400000,6126220619.59829,724664895
1649980800000,2508777341.19639,724941769
1650067200000,1777062284.07503,725219952
1650153600000,1246709618.61631,725497957
1650240000000,3262749299.0193,725761887
1650326400000,3752455855.79693,726018262
1650412800000,5390335872.44165,726243025
1650499200000,9221622580.08401,726450332
1650585600000,3034892219.6204,726696924
1650672000000,1324626784.01465,726970411
1650758400000,1742817144.39617,727255848
1650844800000,3754783006.17368,727537519
1650931200000,4582894825.06329,727798056
1651017600000,4169765279.27428,728034426
1651104000000,4742383660.07853,728255030
1651190400000,4937991047.84467,728533363
1651276800000,1835325492.47083,728806300
1651363200000,1690042804.59557,729093281
1651449600000,4705106674.73982,729368375
1651536000000,5567418515.40491,729657029
1651622400000,5527403781.56457,729917400
1651708800000,7042747167.16125,730149392
1651795200000,6460559731.28936,730420784
1651881600000,2176974949.92724,730700527
1651968000000,4391326158.68694,730932530
1652054400000,14932580725.7712,731248034
1652140800000,10996659378.4603,731534200
1652227200000,12212415420.4687,731767365
1652313600000,12591985211.0295,731999311
1652400000000,6761962664.73493,732280841
1652486400000,4499178550.73088,732560429
1652572800000,2364626051.31556,732821388
1652659200000,5806992357.10374,733096552
1652745600000,5663926191.59339,733366130
1652832000000,4686908961.00827,733656752
1652918400000,5002474733.2372,733892118
1653004800000,4929623686.81929,734166092
1653091200000,1464248134.88576,734444477
1653177600000,1693623105.04476,734706133
1653264000000,4939484942.5706,734968323
1653350400000,4517108862.02752,735236096
1653436800000,3514350504.72824,735459823
1653523200000,4044772416.69099,735669013
1653609600000,4870838399.66838,735935114
1653696000000,1523894827.33215,736170774
1653782400000,1417152774.22093,736459268
1653868800000,3565732409.56026,736721830
1653955200000,5263021003.39388,736992278
1654041600000,6314626333.18913,737219171
1654128000000,3618792850.87764,737427559
1654214400000,4251283075.09819,737699173
1654300800000,1757094779.00077,737975245
1654387200000,1540123226.99284,738246865
1654473600000,5095285503.61707,738511324
1654560000000,4259209247.74628,738780857
1654646400000,3082029799.737,738999111
1654732800000,4372610134.02439,739200594
1654819200000,4046793102.93968,739467966
1654905600000,2694837263.38402,739732562
1654992000000,3659361988.80071,739994750
1655078400000,12462579881.4456,740256447
1655164800000,10990569683.0833,740518133
1655251200000,9897143640.08374,740747464
1655337600000,7109991512.20353,740963749
1655424000000,7921356377.94612,741236316
1655510400000,8496328973.90211,741518838
1655596800000,3068667429.00611,741814913
1655683200000,3817198453.16647,742067898
1655769600000,4422516356.57225,742318103
1655856000000,4390329667.81197,742565442
1655942400000,3082609509.48481,742765560
1656028800000,4160260072.48079,743003721
1656115200000,1389427160.37049,743257597
1656201600000,858032632.798088,743511851
1656288000000,4634269413.10556,743767182
1656374400000,2917809496.02427,744021307
1656460800000,4029772477.07006,744239707
1656547200000,4201108881.34624,744445942
1656633600000,4546355473.61775,744704285
1656720000000,1297140271.58165,744954771
1656806400000,1321981862.83923,745218369
1656892800000,1972142139.00509,745490147
1656979200000,2225404516.18307,745762457
1657065600000,3265960864.01461,745997123
1657152000000,3226941641.14625,746202427
1657238400000,3453731278.2905,746444552
1657324800000,2217461123.42551,746690382
1657411200000,1077713609.74156,746956618
1657497600000,3083629594.64535,747238243
1657584000000,2693606547.08313,747506774
1657670400000,2383177233.73055,747727525
1657756800000,3350075175.69596,747926545
1657843200000,3883871138.00404,748155620
1657929600000,1392874214.33246,748431319
1658016000000,1903059654.77506,748655093
1658102400000,3392335964.21408,748940946
1658188800000,4686873167.75122,749210441
1658275200000,3376687092.87815,749436096
1658361600000,6542475947.19754,749638436
1658448000000,2968088068.90267,749887101
1658534400000,1605649425.59292,750167143
1658620800000,986955946.301432,750426780
1658707200000,2240841200.8566,750700258
1658793600000,2529268854.92978,750963692
1658880000000,2043786368.01846,751187330
1658966400000,3762271329.73706,751387915
1659052800000,3110903345.22987,751642569
1659139200000,1279164246.45614,751905467
1659225600000,1438862646.82712,752162205
1659312000000,2648018548.72098,752449831
1659398400000,2412379200.6058,752730809
1659484800000,2835680869.97369,752962724
1659571200000,2162588110.93892,753173035
1659657600000,2233455342.1279,753422774
1659744000000,861842752.57428,753688944
1659830400000,1123561072.30198,753971678
1659916800000,2294099110.48864,754251535
1660003200000,2572928084.47971,754520428
1660089600000,3582463514.51525,754755793
1660176000000,2882199944.24362,754954247
1660262400000,2439184815.06239,755209974
1660348800000,1386200465.25781,755465493
1660435200000,982849307.803612,755731059
1660521600000,2486543315.27268,756018367
1660608000000,2698602541.96885,756291263
1660694400000,2992025085.76349,756525197
1660780800000,2417721838.72455,756730186
1660867200000,3627489929.56127,756971951
1660953600000,946263990.646856,757246499
1661040000000,729684429.386712,757502485
1661126400000,2363547456.26537,757794683
1661212800000,1933412558.31106,758074323
1661299200000,1805257439.50203,758296866
1661385600000,2158452625.42847,758502298
1661472000000,2261441431.60862,758752152
1661558400000,1378816166.84165,759009330
1661644800000,846944690.488904,759266418
1661731200000,2049485398.24732,759526746
1661817600000,3088297716.03053,759789295
1661904000000,3158897967.28167,760014452
1661990400000,2826592301.64455,760215914
1662076800000,2841992710.12996,760469490
1662163200000,879894659.735098,760731943
1662249600000,1061944387.46218,760992653
1662336000000,2108564796.68187,761259557
1662422400000,3297609881.85563,761530106
1662508800000,2541455673.94192,761772636
1662595200000,2474305281.43422,761978316
1662681600000,3189528071.21136,762228247
1662768000000,1198401082.06385,762496181
1662854400000,1050210815.93108,762761055
1662940800000,2667188471.3044,763024820
1663027200000,3305786865.75754,763315950
1663113600000,2626909249.07871,763556398
1663200000000,2092789197.28239,763777130
1663286400000,1962561324.81988,764047893
1663372800000,1089606552.52097,764307002
1663459200000,807694674.971583,764576473
1663545600000,2970259317.42204,764855419
1663632000000,2717351706.33755,765115318
1663718400000,2239450838.18618,765362460
1663804800000,2210473679.63903,765575776
1663891200000,2446313226.40511,765828613
1663977600000,699317517.388679,766099303
1664064000000,817600603.254049,766360198
1664150400000,1851841537.49756,766605405
1664236800000,3180479746.76546,766886993
1664323200000,2710524700.14791,767115721
1664409600000,4122653170.85639,767326554
1664496000000,3332833908.45827,767587389
1664582400000,1129631640.29103,767858377
1664668800000,798931959.485916,768121601
1664755200000,2248298045.01808,768388327
1664841600000,2313129003.74991,768676279
1664928000000,2788889389.99689,768916830
1665014400000,2029020482.26716,769131230
1665100800000,2979008361.5674,769405147
1665187200000,891595342.279759,769683973
1665273600000,700741117.682691,769951277
1665360000000,1310563231.21627,770228799
1665446400000,2173820182.1836,770498567
1665532800000,2086811717.58819,770734933
1665619200000,2403635798.28111,770945823
1665705600000,2335762972.91162,771202786
1665792000000,946841174.67417,771470633
1665878400000,699358774.911964,771731999
1665964800000,2043650927.98714,772013936
1666051200000,2990446419.47577,772297921
1666137600000,2197621700.8878,772538971
1666224000000,1790440267.69693,772752138
1666310400000,1556397811.06047,773013007
1666396800000,986726492.560087,773270316
1666483200000,863875132.081952,773533756
1666569600000,1942021342.21471,773799157
1666656000000,2029922329.86047,774068083
1666742400000,4840001389.03085,774302087
1666828800000,2744026771.36712,774519334
1666915200000,2120803275.90588,774784045
